Classifier,Accuracy,TN,FP,FN,TP,Precision,Recall,F1,MSE
XGBClassifier,0.945591314890334,100131.0,7016.0,2857.0,71456.0,0.9105923131817718,0.961554505941087,0.9353797820466668,0.054408685109666
BaggingClassifier,0.936917226937066,100557.0,6590.0,4857.0,69456.0,0.9133419246245692,0.9346413144402728,0.9238688738286368,0.0630827730629339
VotingClassifier,0.9140030860795768,101760.0,5387.0,10218.0,64095.0,0.9224691286952016,0.8625005046223406,0.8914774505372232,0.0859969139204232
QuadraticDiscriminantAnalysis,0.9054557478232116,92663.0,14484.0,2672.0,71641.0,0.8318258345428157,0.9640439761549124,0.8930677270970717,0.0945442521767882
GaussianNB,0.8385704838531908,80315.0,26832.0,2461.0,71852.0,0.7281018199505492,0.9668833178582482,0.8306733642779932,0.1614295161468092
NearestCentroid,0.7670726330871818,65451.0,41696.0,571.0,73742.0,0.6388017810426376,0.9923162838265176,0.777250185769772,0.2329273669128182
HistGradientBoostingClassifier,0.9444781219001432,100031.0,-7116.0,-2959.0,71354.0,0.9093156620364472,0.9601819331745456,0.9340567995130348,-0.0555218780998567
