Classifier,Accuracy,TN,FP,FN,TP,Precision,Recall,F1,MSE
HistGradientBoostingClassifier,0.9047999559131488,95060.0,-12087.0,-5188.0,69125.0,0.8511673151750972,0.9301871812468882,0.8889246101912875,-0.0952000440868511
GradientBoostingClassifier,0.9046401410779236,95091.0,-12056.0,-5248.0,69065.0,0.85138250268118,0.9293797855018636,0.8886730059060437,-0.0953598589220764
RandomForestClassifier,0.9011848341232228,95226.0,-11921.0,-6010.0,68303.0,0.8514035700039888,0.9191258595400535,0.8839695348039628,-0.0988151658767772
FixedThresholdClassifier,0.9011021712774164,94251.0,-12896.0,-5050.0,69263.0,0.8430360642169452,0.9320441914604444,0.8853085536070351,-0.0988978287225834
AdaBoostClassifier,0.9009864432932878,95627.0,-11520.0,-6447.0,67866.0,0.854886251983977,0.9132453271971256,0.8831026877208049,-0.0990135567067122
TunedThresholdClassifierCV,0.9005290422131599,93147.0,-14000.0,-4050.0,70263.0,0.8338535300191069,0.9455007872108514,0.8861744526283927,-0.09947095778684
