Classifier,Accuracy,TN,FP,FN,TP,Precision,Recall,F1,MSE
XGBClassifier,0.9225182575013786,66200.0,-8157.0,-3365.0,70984.0,0.8969307944049228,0.9547404807058602,0.9249332204052382,-0.0774817424986214
RandomForestClassifier,0.9187053649482873,66353.0,-8004.0,-4085.0,70264.0,0.8977359840547862,0.9450564230857174,0.9207886408460394,-0.0812946350517127
GradientBoostingClassifier,0.915403547940231,66713.0,-7644.0,-4936.0,69413.0,0.9008007059709048,0.9336104049819096,0.9169121435081832,-0.0845964520597689
VotingClassifier,0.9150942127419204,67257.0,-7100.0,-5526.0,68823.0,0.9064842010984814,0.9256748577654036,0.915979024701874,-0.0849057872580797
QuadraticDiscriminantAnalysis,0.8586607130848789,56560.0,-17797.0,-3221.0,71128.0,0.7998650548214787,0.9566772922298888,0.8712716047870451,-0.1413392869151211
LinearDiscriminantAnalysis,0.8406990975481823,51475.0,-22882.0,-807.0,73542.0,0.7626939351198871,0.9891457854174232,0.8612836923869699,-0.1593009024518177
