Classifier,Accuracy,TN,FP,FN,TP,Precision,Recall,F1,MSE
XGBClassifier,0.9223635899022232,66239.0,-8118.0,-3427.0,70922.0,0.8972925101214575,0.9539065757441256,0.9247338466252468,-0.0776364100977768
RandomForestClassifier,0.9186582922007182,66350.0,-8007.0,-4089.0,70260.0,0.8976963471194757,0.9450026227656054,0.9207422550715522,-0.0813417077992818
VotingClassifier,0.9150538646725754,67235.0,-7122.0,-5510.0,68839.0,0.906241360698253,0.9258900590458512,0.9159603486128668,-0.0849461353274245
MLPClassifier,0.9145495138057644,64455.0,-9902.0,-2805.0,71544.0,0.8784225130761486,0.9622725255215268,0.918437690554896,-0.0854504861942356
GradientBoostingClassifier,0.9138299732357806,66654.0,-7703.0,-5111.0,69238.0,0.8998843269518202,0.9312566409770138,0.9153017383832376,-0.0861700267642193
QuadraticDiscriminantAnalysis,0.8573762995440668,55654.0,-18703.0,-2506.0,71843.0,0.7934420073774656,0.9662940994498918,0.871378756178174,-0.1426237004559331
