Classifier,Accuracy,TN,FP,FN,TP,Precision,Recall,F1,MSE
XGBClassifier,0.9188746831257576,96878.0,10269.0,4452.0,69861.0,0.8718457506551853,0.9400912357191876,0.9046832812105436,0.0811253168742422
RandomForestClassifier,0.914691943127962,97122.0,10025.0,5455.0,68858.0,0.8729130484388271,0.9265942701815296,0.8989529752735058,0.0853080568720379
ExtraTreesClassifier,0.913490576435578,97205.0,9942.0,5756.0,68557.0,0.8733487050790456,0.9225438348606568,0.8972724655131796,0.0865094235644219
GradientBoostingClassifier,0.911412983577648,97804.0,9343.0,6732.0,67581.0,0.8785424574905101,0.9094101974082596,0.8937098725840898,0.088587016422352
VotingClassifier,0.909875454645652,98497.0,8650.0,7704.0,66609.0,0.8850635804355625,0.896330386338864,0.8906613537293077,0.090124545354348
MLPClassifier,0.9054502369668248,93721.0,13426.0,3731.0,70582.0,0.8401818874392915,0.9497934412552312,0.8916315586687805,0.0945497630331753
QuadraticDiscriminantAnalysis,0.8470957786840075,83040.0,24107.0,3639.0,70674.0,0.7456557748915922,0.9510314480642686,0.8359137521142087,0.1529042213159925
